縣市名稱,查報均價(元/20公斤(桶)),查報日期(年/月)
嘉義縣,713,201511
雲林縣,724,201511
臺南市,734,201511
高雄市,728,201511
澎湖縣,762,201511
屏東縣,718,201511
臺東縣,770,201511
花蓮縣,773,201511
金門縣,760,201511
連江縣,760,201511
臺北市,878,201512
基隆市,838,201512
新北市,817,201512
宜蘭縣,755,201512
新竹市,783,201512
新竹縣,773,201512
桃園市,762,201512
苗栗縣,787,201512
臺中市,775,201512
彰化縣,748,201512
南投縣,764,201512
嘉義市,737,201512
嘉義縣,744,201512
雲林縣,757,201512
臺南市,769,201512
高雄市,764,201512
澎湖縣,802,201512
屏東縣,753,201512
臺東縣,801,201512
花蓮縣,805,201512
金門縣,790,201512
連江縣,795,201512
臺北市,798,201601
基隆市,770,201601
新北市,743,201601
宜蘭縣,684,201601
新竹市,708,201601
新竹縣,699,201601
桃園市,685,201601
苗栗縣,712,201601
臺中市,698,201601
彰化縣,671,201601
南投縣,688,201601
嘉義市,661,201601
嘉義縣,667,201601
雲林縣,679,201601
臺南市,693,201601
高雄市,687,201601
澎湖縣,722,201601
屏東縣,675,201601
臺東縣,726,201601
花蓮縣,729,201601
金門縣,720,201601
連江縣,720,201601
臺北市,739,201602
基隆市,708,201602
新北市,684,201602
宜蘭縣,619,201602
新竹市,646,201602
新竹縣,633,201602
桃園市,628,201602
苗栗縣,655,201602
臺中市,639,201602
彰化縣,609,201602
南投縣,628,201602
嘉義市,607,201602
嘉義縣,607,201602
雲林縣,619,201602
臺南市,636,201602
高雄市,629,201602
澎湖縣,662,201602
屏東縣,620,201602
臺東縣,667,201602
花蓮縣,660,201602
金門縣,668,201602
連江縣,660,201602
臺北市,730,201603
基隆市,699,201603
新北市,676,201603
宜蘭縣,609,201603
新竹市,640,201603
新竹縣,627,201603
桃園市,624,201603
苗栗縣,646,201603
臺中市,631,201603
彰化縣,600,201603
南投縣,619,201603
嘉義市,594,201603
嘉義縣,600,201603
雲林縣,608,201603
臺南市,630,201603
高雄市,623,201603
澎湖縣,664,201603
屏東縣,611,201603
臺東縣,664,201603
花蓮縣,672,201603
金門縣,668,201603
連江縣,655,201603
臺北市,736,201604
基隆市,705,201604
新北市,685,201604
宜蘭縣,620,201604
新竹市,642,201604
新竹縣,641,201604
桃園市,633,201604
苗栗縣,652,201604
臺中市,639,201604
彰化縣,608,201604
南投縣,629,201604
嘉義市,597,201604
嘉義縣,608,201604
雲林縣,621,201604
臺南市,637,201604
高雄市,632,201604
澎湖縣,671,201604
屏東縣,621,201604
臺東縣,667,201604
花蓮縣,682,201604
金門縣,678,201604
連江縣,665,201604
臺北市,753,201605
基隆市,719,201605
新北市,692,201605
宜蘭縣,628,201605
新竹市,660,201605
新竹縣,648,201605
桃園市,643,201605
苗栗縣,659,201605
臺中市,649,201605
彰化縣,619,201605
南投縣,640,201605
嘉義市,606,201605
嘉義縣,616,201605
雲林縣,627,201605
臺南市,646,201605
高雄市,638,201605
澎湖縣,681,201605
屏東縣,628,201605
臺東縣,679,201605
花蓮縣,688,201605
金門縣,685,201605
連江縣,672,201605
臺北市,750,201606
基隆市,719,201606
新北市,690,201606
宜蘭縣,629,201606
新竹市,667,201606
新竹縣,642,201606
桃園市,638,201606
苗栗縣,658,201606
臺中市,648,201606
彰化縣,620,201606
南投縣,637,201606
嘉義市,616,201606
嘉義縣,610,201606
雲林縣,627,201606
臺南市,649,201606
高雄市,638,201606
澎湖縣,681,201606
屏東縣,630,201606
臺東縣,675,201606
花蓮縣,683,201606
金門縣,683,201606
連江縣,672,201606
臺北市,715,201607
基隆市,673,201607
新北市,652,201607
宜蘭縣,587,201607
新竹市,623,201607
新竹縣,607,201607
桃園市,599,201607
苗栗縣,620,201607
臺中市,609,201607
彰化縣,580,201607
南投縣,602,201607
嘉義市,574,201607
嘉義縣,577,201607
雲林縣,587,201607
臺南市,609,201607
高雄市,600,201607
澎湖縣,642,201607
屏東縣,591,201607
臺東縣,645,201607
花蓮縣,640,201607
金門縣,650,201607
連江縣,632,201607
臺北市,696,201608
基隆市,670,201608
新北市,642,201608
宜蘭縣,573,201608
新竹市,611,201608
新竹縣,598,201608
桃園市,587,201608
苗栗縣,605,201608
臺中市,592,201608
彰化縣,562,201608
南投縣,584,201608
嘉義市,552,201608
嘉義縣,559,201608
雲林縣,571,201608
臺南市,595,201608
高雄市,588,201608
澎湖縣,636,201608
屏東縣,575,201608
臺東縣,629,201608
花蓮縣,633,201608
金門縣,640,201608
連江縣,620,201608
臺北市,711,201609
基隆市,681,201609
新北市,651,201609
宜蘭縣,584,201609
新竹市,626,201609
新竹縣,602,201609
桃園市,592,201609
苗栗縣,612,201609
臺中市,606,201609
彰化縣,577,201609
南投縣,590,201609
嘉義市,563,201609
嘉義縣,569,201609
雲林縣,580,201609
臺南市,604,201609
高雄市,597,201609
澎湖縣,646,201609
屏東縣,585,201609
臺東縣,641,201609
花蓮縣,635,201609
金門縣,648,201609
連江縣,622,201609
臺北市,751,201610
基隆市,718,201610
新北市,692,201610
宜蘭縣,622,201610
新竹市,668,201610
新竹縣,647,201610
桃園市,636,201610
苗栗縣,656,201610
臺中市,646,201610
彰化縣,614,201610
南投縣,632,201610
嘉義市,603,201610
嘉義縣,607,201610
雲林縣,620,201610
臺南市,644,201610
高雄市,635,201610
澎湖縣,687,201610
屏東縣,627,201610
臺東縣,678,201610
花蓮縣,681,201610
金門縣,688,201610
連江縣,662,201610
臺北市,769,201611
基隆市,738,201611
新北市,709,201611
宜蘭縣,641,201611
新竹市,688,201611
新竹縣,663,201611
桃園市,655,201611
苗栗縣,676,201611
臺中市,666,201611
彰化縣,630,201611
南投縣,650,201611
嘉義市,629,201611
嘉義縣,627,201611
雲林縣,641,201611
臺南市,664,201611
高雄市,655,201611
澎湖縣,706,201611
屏東縣,645,201611
臺東縣,701,201611
花蓮縣,697,201611
金門縣,710,201611
連江縣,682,201611
臺北市,768,201612
基隆市,743,201612
新北市,707,201612
宜蘭縣,645,201612
新竹市,688,201612
新竹縣,664,201612
桃園市,657,201612
苗栗縣,671,201612
臺中市,664,201612
彰化縣,630,201612
南投縣,651,201612
嘉義市,631,201612
嘉義縣,628,201612
雲林縣,639,201612
臺南市,666,201612
高雄市,656,201612
澎湖縣,706,201612
屏東縣,644,201612
臺東縣,698,201612
花蓮縣,702,201612
金門縣,710,201612
連江縣,682,201612
臺北市,786,201701
基隆市,751,201701
新北市,728,201701
宜蘭縣,662,201701
新竹市,708,201701
新竹縣,681,201701
桃園市,678,201701
苗栗縣,694,201701
臺中市,689,201701
彰化縣,651,201701
南投縣,667,201701
嘉義市,649,201701
嘉義縣,648,201701
雲林縣,660,201701
臺南市,688,201701
高雄市,676,201701
澎湖縣,726,201701
屏東縣,664,201701
臺東縣,718,201701
花蓮縣,721,201701
金門縣,727,201701
連江縣,702,201701
臺北市,784,201702
基隆市,760,201702
新北市,731,201702
宜蘭縣,662,201702
新竹市,702,201702
新竹縣,684,201702
桃園市,675,201702
苗栗縣,695,201702
臺中市,685,201702
彰化縣,651,201702
南投縣,665,201702
嘉義市,648,201702
嘉義縣,646,201702
雲林縣,658,201702
臺南市,686,201702
高雄市,678,201702
澎湖縣,726,201702
屏東縣,664,201702
臺東縣,720,201702
花蓮縣,717,201702
金門縣,730,201702
連江縣,702,201702
臺北市,792,201703
基隆市,755,201703
新北市,729,201703
宜蘭縣,664,201703
新竹市,696,201703
新竹縣,684,201703
桃園市,673,201703
苗栗縣,693,201703
臺中市,686,201703
彰化縣,653,201703
南投縣,665,201703
嘉義市,646,201703
嘉義縣,647,201703
雲林縣,658,201703
臺南市,685,201703
高雄市,680,201703
澎湖縣,726,201703
屏東縣,665,201703
臺東縣,716,201703
花蓮縣,719,201703
金門縣,730,201703
連江縣,702,201703
臺北市,788,201704
基隆市,751,201704
新北市,729,201704
宜蘭縣,663,201704
新竹市,696,201704
新竹縣,681,201704
桃園市,676,201704
苗栗縣,690,201704
臺中市,685,201704
彰化縣,653,201704
南投縣,664,201704
嘉義市,647,201704
嘉義縣,647,201704
雲林縣,658,201704
臺南市,685,201704
高雄市,678,201704
澎湖縣,726,201704
屏東縣,664,201704
臺東縣,718,201704
花蓮縣,718,201704
金門縣,730,201704
連江縣,702,201704
臺北市,788,201705
基隆市,748,201705
新北市,728,201705
宜蘭縣,664,201705
新竹市,696,201705
新竹縣,684,201705
桃園市,676,201705
苗栗縣,690,201705
臺中市,686,201705
彰化縣,651,201705
南投縣,665,201705
嘉義市,649,201705
嘉義縣,647,201705
雲林縣,660,201705
臺南市,689,201705
高雄市,678,201705
澎湖縣,726,201705
屏東縣,664,201705
臺東縣,718,201705
花蓮縣,718,201705
金門縣,728,201705
連江縣,702,201705
臺北市,785,201706
基隆市,753,201706
新北市,730,201706
宜蘭縣,660,201706
新竹市,698,201706
新竹縣,684,201706
桃園市,676,201706
苗栗縣,690,201706
臺中市,688,201706
彰化縣,653,201706
南投縣,666,201706
嘉義市,645,201706
嘉義縣,646,201706
雲林縣,659,201706
臺南市,686,201706
高雄市,680,201706
澎湖縣,726,201706
屏東縣,664,201706
臺東縣,717,201706
花蓮縣,717,201706
金門縣,728,201706
連江縣,702,201706
臺北市,757,201707
基隆市,724,201707
新北市,702,201707
宜蘭縣,633,201707
新竹市,667,201707
新竹縣,656,201707
桃園市,644,201707
苗栗縣,660,201707
臺中市,660,201707
彰化縣,624,201707
南投縣,637,201707
嘉義市,615,201707
嘉義縣,618,201707
雲林縣,628,201707
臺南市,657,201707
高雄市,650,201707
澎湖縣,705,201707
屏東縣,637,201707
臺東縣,686,201707
花蓮縣,692,201707
金門縣,700,201707
連江縣,672,201707
臺北市,821,201708
基隆市,797,201708
新北市,772,201708
宜蘭縣,704,201708
新竹市,742,201708
新竹縣,721,201708
桃園市,717,201708
苗栗縣,732,201708
臺中市,728,201708
彰化縣,695,201708
南投縣,706,201708
嘉義市,688,201708
嘉義縣,688,201708
雲林縣,698,201708
臺南市,727,201708
高雄市,720,201708
澎湖縣,775,201708
屏東縣,703,201708
臺東縣,754,201708
花蓮縣,759,201708
金門縣,768,201708
連江縣,740,201708
臺北市,862,201709
基隆市,832,201709
新北市,809,201709
宜蘭縣,743,201709
新竹市,780,201709
新竹縣,761,201709
桃園市,755,201709
苗栗縣,768,201709
臺中市,766,201709
彰化縣,732,201709
南投縣,746,201709
嘉義市,731,201709
嘉義縣,728,201709
雲林縣,737,201709
臺南市,765,201709
高雄市,761,201709
澎湖縣,813,201709
屏東縣,741,201709
臺東縣,794,201709
花蓮縣,802,201709
金門縣,807,201709
連江縣,780,201709
臺北市,935,201710
基隆市,911,201710
新北市,882,201710
宜蘭縣,812,201710
新竹市,852,201710
新竹縣,833,201710
桃園市,825,201710
苗栗縣,838,201710
臺中市,838,201710
彰化縣,801,201710
南投縣,814,201710
嘉義市,796,201710
嘉義縣,795,201710
雲林縣,805,201710
臺南市,837,201710
高雄市,831,201710
澎湖縣,884,201710
屏東縣,815,201710
臺東縣,867,201710
花蓮縣,869,201710
金門縣,878,201710
連江縣,852,201710
臺北市,938,201711
基隆市,905,201711
新北市,883,201711
宜蘭縣,813,201711
新竹市,852,201711
新竹縣,836,201711
桃園市,827,201711
苗栗縣,836,201711
臺中市,837,201711
彰化縣,801,201711
南投縣,816,201711
嘉義市,798,201711
嘉義縣,796,201711
雲林縣,807,201711
臺南市,840,201711
高雄市,829,201711
澎湖縣,884,201711
屏東縣,814,201711
臺東縣,866,201711
花蓮縣,870,201711
金門縣,880,201711
連江縣,852,201711
臺北市,938,201712
基隆市,907,201712
新北市,884,201712
宜蘭縣,814,201712
新竹市,856,201712
新竹縣,837,201712
桃園市,824,201712
苗栗縣,838,201712
臺中市,835,201712
彰化縣,803,201712
南投縣,816,201712
嘉義市,799,201712
嘉義縣,795,201712
雲林縣,806,201712
臺南市,837,201712
高雄市,830,201712
澎湖縣,879,201712
屏東縣,813,201712
臺東縣,866,201712
花蓮縣,864,201712
金門縣,880,201712
連江縣,852,201712
臺北市,935,201801
基隆市,907,201801
新北市,883,201801
宜蘭縣,814,201801
新竹市,852,201801
新竹縣,836,201801
桃園市,826,201801
苗栗縣,837,201801
臺中市,835,201801
彰化縣,803,201801
南投縣,812,201801
嘉義市,795,201801
嘉義縣,795,201801
雲林縣,809,201801
臺南市,837,201801
高雄市,831,201801
澎湖縣,884,201801
屏東縣,813,201801
臺東縣,865,201801
花蓮縣,865,201801
金門縣,878,201801
連江縣,852,201801
臺北市,886,201802
基隆市,850,201802
新北市,832,201802
宜蘭縣,763,201802
新竹市,806,201802
新竹縣,785,201802
桃園市,778,201802
苗栗縣,789,201802
臺中市,787,201802
彰化縣,753,201802
南投縣,766,201802
嘉義市,748,201802
嘉義縣,749,201802
雲林縣,759,201802
臺南市,784,201802
高雄市,781,201802
澎湖縣,835,201802
屏東縣,763,201802
臺東縣,810,201802
花蓮縣,816,201802
金門縣,828,201802
連江縣,802,201802
臺北市,852,201803
基隆市,819,201803
新北市,798,201803
宜蘭縣,730,201803
新竹市,768,201803
新竹縣,753,201803
桃園市,739,201803
苗栗縣,755,201803
臺中市,755,201803
彰化縣,718,201803
南投縣,729,201803
嘉義市,711,201803
嘉義縣,712,201803
雲林縣,722,201803
臺南市,754,201803
高雄市,747,201803
澎湖縣,806,201803
屏東縣,731,201803
臺東縣,775,201803
花蓮縣,781,201803
金門縣,800,201803
連江縣,772,201803
臺北市,854,201804
基隆市,818,201804
新北市,793,201804
宜蘭縣,730,201804
新竹市,766,201804
新竹縣,747,201804
桃園市,739,201804
苗栗縣,755,201804
臺中市,755,201804
彰化縣,717,201804
南投縣,732,201804
嘉義市,710,201804
嘉義縣,711,201804
雲林縣,720,201804
臺南市,753,201804
高雄市,745,201804
澎湖縣,806,201804
屏東縣,730,201804
臺東縣,776,201804
花蓮縣,776,201804
金門縣,798,201804
連江縣,772,201804
臺北市,876,201805
基隆市,839,201805
新北市,815,201805
宜蘭縣,749,201805
新竹市,787,201805
新竹縣,768,201805
桃園市,757,201805
苗栗縣,772,201805
臺中市,774,201805
彰化縣,739,201805
南投縣,753,201805
嘉義市,732,201805
嘉義縣,730,201805
雲林縣,740,201805
臺南市,772,201805
高雄市,765,201805
澎湖縣,826,201805
屏東縣,749,201805
臺東縣,798,201805
花蓮縣,801,201805
金門縣,820,201805
連江縣,792,201805
臺北市,873,201806
基隆市,841,201806
新北市,819,201806
宜蘭縣,749,201806
新竹市,788,201806
新竹縣,771,201806
桃園市,758,201806
苗栗縣,774,201806
臺中市,772,201806
彰化縣,736,201806
南投縣,755,201806
嘉義市,728,201806
嘉義縣,729,201806
雲林縣,738,201806
臺南市,772,201806
高雄市,765,201806
澎湖縣,845,201806
屏東縣,749,201806
臺東縣,802,201806
花蓮縣,798,201806
金門縣,820,201806
連江縣,792,201806
臺北市,876,201807
基隆市,844,201807
新北市,825,201807
宜蘭縣,756,201807
新竹市,798,201807
新竹縣,779,201807
桃園市,765,201807
苗栗縣,778,201807
臺中市,775,201807
彰化縣,745,201807
南投縣,760,201807
嘉義市,734,201807
嘉義縣,735,201807
雲林縣,746,201807
臺南市,782,201807
高雄市,774,201807
澎湖縣,854,201807
屏東縣,758,201807
臺東縣,809,201807
花蓮縣,803,201807
金門縣,828,201807
連江縣,802,201807
臺北市,913,201808
基隆市,882,201808
新北市,858,201808
宜蘭縣,794,201808
新竹市,836,201808
新竹縣,818,201808
桃園市,802,201808
苗栗縣,818,201808
臺中市,813,201808
彰化縣,782,201808
南投縣,802,201808
嘉義市,776,201808
嘉義縣,776,201808
雲林縣,785,201808
臺南市,819,201808
高雄市,814,201808
澎湖縣,895,201808
屏東縣,799,201808
臺東縣,850,201808
花蓮縣,840,201808
金門縣,868,201808
連江縣,842,201808
臺北市,919,201809
基隆市,886,201809
新北市,858,201809
宜蘭縣,797,201809
新竹市,834,201809
新竹縣,816,201809
桃園市,801,201809
苗栗縣,820,201809
臺中市,812,201809
彰化縣,783,201809
南投縣,798,201809
嘉義市,776,201809
嘉義縣,778,201809
雲林縣,787,201809
臺南市,820,201809
高雄市,813,201809
澎湖縣,895,201809
屏東縣,800,201809
臺東縣,847,201809
花蓮縣,842,201809
金門縣,870,201809
連江縣,842,201809
臺北市,949,201810
基隆市,908,201810
新北市,890,201810
宜蘭縣,828,201810
新竹市,862,201810
新竹縣,850,201810
桃園市,832,201810
苗栗縣,848,201810
臺中市,842,201810
彰化縣,813,201810
南投縣,828,201810
嘉義市,803,201810
嘉義縣,809,201810
雲林縣,817,201810
臺南市,850,201810
高雄市,845,201810
澎湖縣,925,201810
屏東縣,830,201810
臺東縣,878,201810
花蓮縣,875,201810
金門縣,900,201810
連江縣,878,201810
臺北市,899,201811
基隆市,862,201811
新北市,841,201811
宜蘭縣,776,201811
新竹市,812,201811
新竹縣,798,201811
桃園市,787,201811
苗栗縣,798,201811
臺中市,797,201811
彰化縣,764,201811
南投縣,780,201811
嘉義市,757,201811
嘉義縣,755,201811
雲林縣,766,201811
臺南市,798,201811
高雄市,793,201811
澎湖縣,875,201811
屏東縣,782,201811
臺東縣,829,201811
花蓮縣,828,201811
金門縣,840,201811
連江縣,828,201811
臺北市,859,201812
基隆市,820,201812
新北市,801,201812
宜蘭縣,736,201812
新竹市,766,201812
新竹縣,756,201812
桃園市,750,201812
苗栗縣,760,201812
臺中市,758,201812
彰化縣,725,201812
南投縣,738,201812
嘉義市,718,201812
嘉義縣,718,201812
雲林縣,727,201812
臺南市,758,201812
高雄市,755,201812
澎湖縣,836,201812
屏東縣,743,201812
臺東縣,791,201812
花蓮縣,788,201812
金門縣,790,201812
連江縣,795,201812
臺北市,854,201901
基隆市,817,201901
新北市,794,201901
宜蘭縣,728,201901
新竹市,758,201901
新竹縣,744,201901
桃園市,735,201901
苗栗縣,751,201901
臺中市,750,201901
彰化縣,714,201901
南投縣,731,201901
嘉義市,707,201901
嘉義縣,708,201901
雲林縣,718,201901
臺南市,752,201901
高雄市,748,201901
澎湖縣,836,201901
屏東縣,734,201901
臺東縣,784,201901
花蓮縣,781,201901
金門縣,790,201901
連江縣,785,201901
臺北市,851,201902
基隆市,814,201902
新北市,793,201902
宜蘭縣,730,201902
新竹市,760,201902
新竹縣,743,201902
桃園市,737,201902
苗栗縣,751,201902
臺中市,747,201902
彰化縣,715,201902
南投縣,731,201902
嘉義市,706,201902
嘉義縣,708,201902
雲林縣,718,201902
臺南市,750,201902
高雄市,748,201902
澎湖縣,836,201902
屏東縣,733,201902
臺東縣,781,201902
花蓮縣,779,201902
金門縣,790,201902
連江縣,785,201902
臺北市,893,201903
基隆市,854,201903
新北市,834,201903
宜蘭縣,767,201903
新竹市,804,201903
新竹縣,783,201903
桃園市,775,201903
苗栗縣,791,201903
臺中市,789,201903
彰化縣,757,201903
南投縣,769,201903
嘉義市,744,201903
嘉義縣,746,201903
雲林縣,758,201903
臺南市,789,201903
高雄市,788,201903
澎湖縣,874,201903
屏東縣,772,201903
臺東縣,819,201903
花蓮縣,813,201903
金門縣,830,201903
連江縣,825,201903
臺北市,916,201904
基隆市,876,201904
新北市,857,201904
宜蘭縣,790,201904
新竹市,824,201904
新竹縣,804,201904
桃園市,801,201904
苗栗縣,813,201904
臺中市,811,201904
彰化縣,777,201904
南投縣,797,201904
嘉義市,770,201904
嘉義縣,766,201904
雲林縣,778,201904
臺南市,808,201904
高雄市,810,201904
澎湖縣,895,201904
屏東縣,793,201904
臺東縣,841,201904
花蓮縣,838,201904
金門縣,850,201904
連江縣,852,201904
臺北市,934,201905
基隆市,901,201905
新北市,877,201905
宜蘭縣,811,201905
新竹市,838,201905
新竹縣,822,201905
桃園市,820,201905
苗栗縣,833,201905
臺中市,829,201905
彰化縣,795,201905
南投縣,814,201905
嘉義市,786,201905
嘉義縣,788,201905
雲林縣,798,201905
臺南市,831,201905
高雄市,829,201905
澎湖縣,915,201905
屏東縣,812,201905
臺東縣,859,201905
花蓮縣,850,201905
金門縣,870,201905
連江縣,872,201905
臺北市,875,201906
基隆市,837,201906
新北市,815,201906
宜蘭縣,752,201906
新竹市,780,201906
新竹縣,761,201906
桃園市,759,201906
苗栗縣,772,201906
臺中市,771,201906
彰化縣,738,201906
南投縣,751,201906
嘉義市,724,201906
嘉義縣,728,201906
雲林縣,736,201906
臺南市,770,201906
高雄市,770,201906
澎湖縣,855,201906
屏東縣,751,201906
臺東縣,800,201906
花蓮縣,794,201906
金門縣,810,201906
連江縣,820,201906
臺北市,847,201907
基隆市,815,201907
新北市,785,201907
宜蘭縣,722,201907
新竹市,750,201907
新竹縣,732,201907
桃園市,728,201907
苗栗縣,742,201907
臺中市,743,201907
彰化縣,708,201907
南投縣,724,201907
嘉義市,699,201907
嘉義縣,699,201907
雲林縣,707,201907
臺南市,742,201907
高雄市,739,201907
澎湖縣,825,201907
屏東縣,723,201907
臺東縣,770,201907
花蓮縣,763,201907
金門縣,787,201907
連江縣,790,201907
臺北市,844,201908
基隆市,814,201908
新北市,786,201908
宜蘭縣,719,201908
新竹市,756,201908
新竹縣,732,201908
桃園市,730,201908
苗栗縣,741,201908
臺中市,738,201908
彰化縣,707,201908
南投縣,722,201908
嘉義市,702,201908
嘉義縣,698,201908
雲林縣,708,201908
臺南市,741,201908
高雄市,740,201908
澎湖縣,825,201908
屏東縣,724,201908
臺東縣,773,201908
花蓮縣,767,201908
金門縣,787,201908
連江縣,790,201908
臺北市,824,201909
基隆市,786,201909
新北市,767,201909
宜蘭縣,704,201909
新竹市,730,201909
新竹縣,715,201909
桃園市,711,201909
苗栗縣,725,201909
臺中市,718,201909
彰化縣,688,201909
南投縣,705,201909
嘉義市,683,201909
嘉義縣,682,201909
雲林縣,689,201909
臺南市,725,201909
高雄市,723,201909
澎湖縣,805,201909
屏東縣,705,201909
臺東縣,751,201909
花蓮縣,748,201909
金門縣,770,201909
連江縣,770,201909
臺北市,827,201910
基隆市,786,201910
新北市,767,201910
宜蘭縣,702,201910
新竹市,728,201910
新竹縣,716,201910
桃園市,709,201910
苗栗縣,722,201910
臺中市,721,201910
彰化縣,687,201910
南投縣,703,201910
嘉義市,678,201910
嘉義縣,682,201910
雲林縣,690,201910
臺南市,725,201910
高雄市,724,201910
澎湖縣,805,201910
屏東縣,704,201910
臺東縣,753,201910
花蓮縣,751,201910
金門縣,773,201910
連江縣,770,201910
臺北市,825,201911
基隆市,785,201911
新北市,769,201911
宜蘭縣,701,201911
新竹市,736,201911
新竹縣,714,201911
桃園市,707,201911
苗栗縣,722,201911
臺中市,720,201911
彰化縣,687,201911
南投縣,704,201911
嘉義市,676,201911
嘉義縣,680,201911
雲林縣,689,201911
臺南市,723,201911
高雄市,724,201911
澎湖縣,805,201911
屏東縣,703,201911
臺東縣,751,201911
花蓮縣,747,201911
金門縣,773,201911
連江縣,770,201911
臺北市,824,201912
基隆市,788,201912
新北市,767,201912
宜蘭縣,699,201912
新竹市,728,201912
新竹縣,713,201912
桃園市,707,201912
苗栗縣,723,201912
臺中市,721,201912
彰化縣,689,201912
南投縣,703,201912
嘉義市,678,201912
嘉義縣,679,201912
雲林縣,688,201912
臺南市,721,201912
高雄市,724,201912
澎湖縣,805,201912
屏東縣,704,201912
臺東縣,754,201912
花蓮縣,747,201912
金門縣,773,201912
連江縣,770,201912
臺北市,825,202001
基隆市,790,202001
新北市,769,202001
宜蘭縣,701,202001
新竹市,730,202001
新竹縣,713,202001
桃園市,706,202001
苗栗縣,723,202001
臺中市,723,202001
彰化縣,688,202001
南投縣,702,202001
嘉義市,679,202001
嘉義縣,679,202001
雲林縣,688,202001
臺南市,720,202001
高雄市,723,202001
澎湖縣,805,202001
屏東縣,704,202001
臺東縣,754,202001
花蓮縣,745,202001
金門縣,773,202001
連江縣,770,202001
臺北市,823,202002
基隆市,784,202002
新北市,768,202002
宜蘭縣,701,202002
新竹市,732,202002
新竹縣,714,202002
桃園市,711,202002
苗栗縣,721,202002
臺中市,721,202002
彰化縣,687,202002
南投縣,702,202002
嘉義市,677,202002
嘉義縣,680,202002
雲林縣,688,202002
臺南市,723,202002
高雄市,721,202002
澎湖縣,805,202002
屏東縣,704,202002
臺東縣,754,202002
花蓮縣,750,202002
金門縣,773,202002
連江縣,770,202002
臺北市,797,202003
基隆市,762,202003
新北市,739,202003
宜蘭縣,673,202003
新竹市,706,202003
新竹縣,684,202003
桃園市,680,202003
苗栗縣,693,202003
臺中市,693,202003
彰化縣,658,202003
南投縣,674,202003
嘉義市,647,202003
嘉義縣,653,202003
雲林縣,658,202003
臺南市,696,202003
高雄市,694,202003
澎湖縣,774,202003
屏東縣,675,202003
臺東縣,726,202003
花蓮縣,720,202003
金門縣,745,202003
連江縣,742,202003
臺北市,701,202004
基隆市,667,202004
新北市,641,202004
宜蘭縣,573,202004
新竹市,604,202004
新竹縣,583,202004
桃園市,586,202004
苗栗縣,594,202004
臺中市,594,202004
彰化縣,558,202004
南投縣,574,202004
嘉義市,554,202004
嘉義縣,551,202004
雲林縣,558,202004
臺南市,595,202004
高雄市,596,202004
澎湖縣,674,202004
屏東縣,576,202004
臺東縣,626,202004
花蓮縣,624,202004
金門縣,650,202004
連江縣,642,202004
臺北市,700,202005
基隆市,666,202005
新北市,640,202005
宜蘭縣,573,202005
新竹市,604,202005
新竹縣,587,202005
桃園市,581,202005
苗栗縣,595,202005
臺中市,595,202005
彰化縣,557,202005
南投縣,574,202005
嘉義市,546,202005
嘉義縣,549,202005
雲林縣,558,202005
臺南市,597,202005
高雄市,596,202005
澎湖縣,674,202005
屏東縣,575,202005
臺東縣,625,202005
花蓮縣,626,202005
金門縣,650,202005
連江縣,642,202005
臺北市,696,202006
基隆市,669,202006
新北市,642,202006
宜蘭縣,571,202006
新竹市,604,202006
新竹縣,580,202006
桃園市,579,202006
苗栗縣,595,202006
臺中市,595,202006
彰化縣,558,202006
南投縣,577,202006
嘉義市,549,202006
嘉義縣,548,202006
雲林縣,557,202006
臺南市,594,202006
高雄市,595,202006
澎湖縣,675,202006
屏東縣,575,202006
臺東縣,626,202006
花蓮縣,623,202006
金門縣,647,202006
連江縣,642,202006
臺北市,698,202007
基隆市,660,202007
新北市,641,202007
宜蘭縣,571,202007
新竹市,604,202007
新竹縣,582,202007
桃園市,581,202007
苗栗縣,593,202007
臺中市,595,202007
彰化縣,559,202007
南投縣,578,202007
嘉義市,551,202007
嘉義縣,548,202007
雲林縣,557,202007
臺南市,596,202007
高雄市,596,202007
澎湖縣,675,202007
屏東縣,575,202007
臺東縣,629,202007
花蓮縣,622,202007
金門縣,650,202007
連江縣,640,202007
臺北市,695,202008
基隆市,664,202008
新北市,638,202008
宜蘭縣,574,202008
新竹市,604,202008
新竹縣,582,202008
桃園市,581,202008
苗栗縣,594,202008
臺中市,595,202008
彰化縣,556,202008
南投縣,576,202008
嘉義市,549,202008
嘉義縣,551,202008
雲林縣,558,202008
臺南市,595,202008
高雄市,595,202008
澎湖縣,675,202008
屏東縣,571,202008
臺東縣,629,202008
花蓮縣,622,202008
金門縣,650,202008
連江縣,640,202008
臺北市,693,202009
基隆市,658,202009
新北市,641,202009
宜蘭縣,573,202009
新竹市,610,202009
新竹縣,585,202009
桃園市,581,202009
苗栗縣,591,202009
臺中市,595,202009
彰化縣,554,202009
南投縣,576,202009
嘉義市,553,202009
嘉義縣,549,202009
雲林縣,560,202009
臺南市,596,202009
高雄市,594,202009
澎湖縣,675,202009
屏東縣,569,202009
臺東縣,627,202009
花蓮縣,622,202009
金門縣,654,202009
連江縣,640,202009
臺北市,702,202010
基隆市,668,202010
新北市,651,202010
宜蘭縣,583,202010
新竹市,620,202010
新竹縣,595,202010
桃園市,588,202010
苗栗縣,603,202010
臺中市,603,202010
彰化縣,564,202010
南投縣,586,202010
嘉義市,561,202010
嘉義縣,558,202010
雲林縣,570,202010
臺南市,607,202010
高雄市,605,202010
