縣市名稱,查報均價(元/20公斤(桶)),查報年分,查報月份
新竹市,687,2015,09
新竹縣,670,2015,09
桃園市,673,2015,09
苗栗縣,690,2015,09
臺中市,675,2015,09
彰化縣,654,2015,09
南投縣,668,2015,09
嘉義市,654,2015,09
嘉義縣,655,2015,09
雲林縣,669,2015,09
臺南市,671,2015,09
高雄市,669,2015,09
澎湖縣,702,2015,09
屏東縣,657,2015,09
臺東縣,706,2015,09
花蓮縣,716,2015,09
金門縣,708,2015,09
連江縣,700,2015,09
臺北市,798,2015,10
基隆市,775,2015,10
新北市,743,2015,10
宜蘭縣,686,2015,10
新竹市,722,2015,10
新竹縣,696,2015,10
桃園市,697,2015,10
苗栗縣,717,2015,10
臺中市,702,2015,10
彰化縣,680,2015,10
南投縣,695,2015,10
嘉義市,677,2015,10
嘉義縣,674,2015,10
雲林縣,692,2015,10
臺南市,702,2015,10
高雄市,691,2015,10
澎湖縣,722,2015,10
屏東縣,679,2015,10
臺東縣,720,2015,10
花蓮縣,739,2015,10
金門縣,728,2015,10
連江縣,725,2015,10
臺北市,837,2015,11
基隆市,804,2015,11
新北市,779,2015,11
宜蘭縣,717,2015,11
新竹市,758,2015,11
新竹縣,742,2015,11
桃園市,732,2015,11
苗栗縣,751,2015,11
臺中市,739,2015,11
彰化縣,710,2015,11
南投縣,728,2015,11
嘉義市,703,2015,11
嘉義縣,713,2015,11
雲林縣,724,2015,11
臺南市,734,2015,11
高雄市,728,2015,11
澎湖縣,762,2015,11
屏東縣,718,2015,11
臺東縣,770,2015,11
花蓮縣,773,2015,11
金門縣,760,2015,11
連江縣,760,2015,11
臺北市,878,2015,12
基隆市,838,2015,12
新北市,817,2015,12
宜蘭縣,755,2015,12
新竹市,783,2015,12
新竹縣,773,2015,12
桃園市,762,2015,12
苗栗縣,787,2015,12
臺中市,775,2015,12
彰化縣,748,2015,12
南投縣,764,2015,12
嘉義市,737,2015,12
嘉義縣,744,2015,12
雲林縣,757,2015,12
臺南市,769,2015,12
高雄市,764,2015,12
澎湖縣,802,2015,12
屏東縣,753,2015,12
臺東縣,801,2015,12
花蓮縣,805,2015,12
金門縣,790,2015,12
連江縣,795,2015,12
臺北市,798,2016,01
基隆市,770,2016,01
新北市,743,2016,01
宜蘭縣,684,2016,01
新竹市,708,2016,01
新竹縣,699,2016,01
桃園市,685,2016,01
苗栗縣,712,2016,01
臺中市,698,2016,01
彰化縣,671,2016,01
南投縣,688,2016,01
嘉義市,661,2016,01
嘉義縣,667,2016,01
雲林縣,679,2016,01
臺南市,693,2016,01
高雄市,687,2016,01
澎湖縣,722,2016,01
屏東縣,675,2016,01
臺東縣,726,2016,01
花蓮縣,729,2016,01
金門縣,720,2016,01
連江縣,720,2016,01
臺北市,739,2016,02
基隆市,708,2016,02
新北市,684,2016,02
宜蘭縣,619,2016,02
新竹市,646,2016,02
新竹縣,633,2016,02
桃園市,628,2016,02
苗栗縣,655,2016,02
臺中市,639,2016,02
彰化縣,609,2016,02
南投縣,628,2016,02
嘉義市,607,2016,02
嘉義縣,607,2016,02
雲林縣,619,2016,02
臺南市,636,2016,02
高雄市,629,2016,02
澎湖縣,662,2016,02
屏東縣,620,2016,02
臺東縣,667,2016,02
花蓮縣,660,2016,02
金門縣,668,2016,02
連江縣,660,2016,02
臺北市,730,2016,03
基隆市,699,2016,03
新北市,676,2016,03
宜蘭縣,609,2016,03
新竹市,640,2016,03
新竹縣,627,2016,03
桃園市,624,2016,03
苗栗縣,646,2016,03
臺中市,631,2016,03
彰化縣,600,2016,03
南投縣,619,2016,03
嘉義市,594,2016,03
嘉義縣,600,2016,03
雲林縣,608,2016,03
臺南市,630,2016,03
高雄市,623,2016,03
澎湖縣,664,2016,03
屏東縣,611,2016,03
臺東縣,664,2016,03
花蓮縣,672,2016,03
金門縣,668,2016,03
連江縣,655,2016,03
臺北市,736,2016,04
基隆市,705,2016,04
新北市,685,2016,04
宜蘭縣,620,2016,04
新竹市,642,2016,04
新竹縣,641,2016,04
桃園市,633,2016,04
苗栗縣,652,2016,04
臺中市,639,2016,04
彰化縣,608,2016,04
南投縣,629,2016,04
嘉義市,597,2016,04
嘉義縣,608,2016,04
雲林縣,621,2016,04
臺南市,637,2016,04
高雄市,632,2016,04
澎湖縣,671,2016,04
屏東縣,621,2016,04
臺東縣,667,2016,04
花蓮縣,682,2016,04
金門縣,678,2016,04
連江縣,665,2016,04
臺北市,753,2016,05
基隆市,719,2016,05
新北市,692,2016,05
宜蘭縣,628,2016,05
新竹市,660,2016,05
新竹縣,648,2016,05
桃園市,643,2016,05
苗栗縣,659,2016,05
臺中市,649,2016,05
彰化縣,619,2016,05
南投縣,640,2016,05
嘉義市,606,2016,05
嘉義縣,616,2016,05
雲林縣,627,2016,05
臺南市,646,2016,05
高雄市,638,2016,05
澎湖縣,681,2016,05
屏東縣,628,2016,05
臺東縣,679,2016,05
花蓮縣,688,2016,05
金門縣,685,2016,05
連江縣,672,2016,05
臺北市,750,2016,06
基隆市,719,2016,06
新北市,690,2016,06
宜蘭縣,629,2016,06
新竹市,667,2016,06
新竹縣,642,2016,06
桃園市,638,2016,06
苗栗縣,658,2016,06
臺中市,648,2016,06
彰化縣,620,2016,06
南投縣,637,2016,06
嘉義市,616,2016,06
嘉義縣,610,2016,06
雲林縣,627,2016,06
臺南市,649,2016,06
高雄市,638,2016,06
澎湖縣,681,2016,06
屏東縣,630,2016,06
臺東縣,675,2016,06
花蓮縣,683,2016,06
金門縣,683,2016,06
連江縣,672,2016,06
臺北市,715,2016,07
基隆市,673,2016,07
新北市,652,2016,07
宜蘭縣,587,2016,07
新竹市,623,2016,07
新竹縣,607,2016,07
桃園市,599,2016,07
苗栗縣,620,2016,07
臺中市,609,2016,07
彰化縣,580,2016,07
南投縣,602,2016,07
嘉義市,574,2016,07
嘉義縣,577,2016,07
雲林縣,587,2016,07
臺南市,609,2016,07
高雄市,600,2016,07
澎湖縣,642,2016,07
屏東縣,591,2016,07
臺東縣,645,2016,07
花蓮縣,640,2016,07
金門縣,650,2016,07
連江縣,632,2016,07
臺北市,696,2016,08
基隆市,670,2016,08
新北市,642,2016,08
宜蘭縣,573,2016,08
新竹市,611,2016,08
新竹縣,598,2016,08
桃園市,587,2016,08
苗栗縣,605,2016,08
臺中市,592,2016,08
彰化縣,562,2016,08
南投縣,584,2016,08
嘉義市,552,2016,08
嘉義縣,559,2016,08
雲林縣,571,2016,08
臺南市,595,2016,08
高雄市,588,2016,08
澎湖縣,636,2016,08
屏東縣,575,2016,08
臺東縣,629,2016,08
花蓮縣,633,2016,08
金門縣,640,2016,08
連江縣,620,2016,08
臺北市,711,2016,09
基隆市,681,2016,09
新北市,651,2016,09
宜蘭縣,584,2016,09
新竹市,626,2016,09
新竹縣,602,2016,09
桃園市,592,2016,09
苗栗縣,612,2016,09
臺中市,606,2016,09
彰化縣,577,2016,09
南投縣,590,2016,09
嘉義市,563,2016,09
嘉義縣,569,2016,09
雲林縣,580,2016,09
臺南市,604,2016,09
高雄市,597,2016,09
澎湖縣,646,2016,09
屏東縣,585,2016,09
臺東縣,641,2016,09
花蓮縣,635,2016,09
金門縣,648,2016,09
連江縣,622,2016,09
臺北市,751,2016,10
基隆市,718,2016,10
新北市,692,2016,10
宜蘭縣,622,2016,10
新竹市,668,2016,10
新竹縣,647,2016,10
桃園市,636,2016,10
苗栗縣,656,2016,10
臺中市,646,2016,10
彰化縣,614,2016,10
南投縣,632,2016,10
嘉義市,603,2016,10
嘉義縣,607,2016,10
雲林縣,620,2016,10
臺南市,644,2016,10
高雄市,635,2016,10
澎湖縣,687,2016,10
屏東縣,627,2016,10
臺東縣,678,2016,10
花蓮縣,681,2016,10
金門縣,688,2016,10
連江縣,662,2016,10
臺北市,769,2016,11
基隆市,738,2016,11
新北市,709,2016,11
宜蘭縣,641,2016,11
新竹市,688,2016,11
新竹縣,663,2016,11
桃園市,655,2016,11
苗栗縣,676,2016,11
臺中市,666,2016,11
彰化縣,630,2016,11
南投縣,650,2016,11
嘉義市,629,2016,11
嘉義縣,627,2016,11
雲林縣,641,2016,11
臺南市,664,2016,11
高雄市,655,2016,11
澎湖縣,706,2016,11
屏東縣,645,2016,11
臺東縣,701,2016,11
花蓮縣,697,2016,11
金門縣,710,2016,11
連江縣,682,2016,11
臺北市,768,2016,12
基隆市,743,2016,12
新北市,707,2016,12
宜蘭縣,645,2016,12
新竹市,688,2016,12
新竹縣,664,2016,12
桃園市,657,2016,12
苗栗縣,671,2016,12
臺中市,664,2016,12
彰化縣,630,2016,12
南投縣,651,2016,12
嘉義市,631,2016,12
嘉義縣,628,2016,12
雲林縣,639,2016,12
臺南市,666,2016,12
高雄市,656,2016,12
澎湖縣,706,2016,12
屏東縣,644,2016,12
臺東縣,698,2016,12
花蓮縣,702,2016,12
金門縣,710,2016,12
連江縣,682,2016,12
臺北市,786,2017,01
基隆市,751,2017,01
新北市,728,2017,01
宜蘭縣,662,2017,01
新竹市,708,2017,01
新竹縣,681,2017,01
桃園市,678,2017,01
苗栗縣,694,2017,01
臺中市,689,2017,01
彰化縣,651,2017,01
南投縣,667,2017,01
嘉義市,649,2017,01
嘉義縣,648,2017,01
雲林縣,660,2017,01
臺南市,688,2017,01
高雄市,676,2017,01
澎湖縣,726,2017,01
屏東縣,664,2017,01
臺東縣,718,2017,01
花蓮縣,721,2017,01
金門縣,727,2017,01
連江縣,702,2017,01
臺北市,784,2017,02
基隆市,760,2017,02
新北市,731,2017,02
宜蘭縣,662,2017,02
新竹市,702,2017,02
新竹縣,684,2017,02
桃園市,675,2017,02
苗栗縣,695,2017,02
臺中市,685,2017,02
彰化縣,651,2017,02
南投縣,665,2017,02
嘉義市,648,2017,02
嘉義縣,646,2017,02
雲林縣,658,2017,02
臺南市,686,2017,02
高雄市,678,2017,02
澎湖縣,726,2017,02
屏東縣,664,2017,02
臺東縣,720,2017,02
花蓮縣,717,2017,02
金門縣,730,2017,02
連江縣,702,2017,02
臺北市,792,2017,03
基隆市,755,2017,03
新北市,729,2017,03
宜蘭縣,664,2017,03
新竹市,696,2017,03
新竹縣,684,2017,03
桃園市,673,2017,03
苗栗縣,693,2017,03
臺中市,686,2017,03
彰化縣,653,2017,03
南投縣,665,2017,03
嘉義市,646,2017,03
嘉義縣,647,2017,03
雲林縣,658,2017,03
臺南市,685,2017,03
高雄市,680,2017,03
澎湖縣,726,2017,03
屏東縣,665,2017,03
臺東縣,716,2017,03
花蓮縣,719,2017,03
金門縣,730,2017,03
連江縣,702,2017,03
臺北市,788,2017,04
基隆市,751,2017,04
新北市,729,2017,04
宜蘭縣,663,2017,04
新竹市,696,2017,04
新竹縣,681,2017,04
桃園市,676,2017,04
苗栗縣,690,2017,04
臺中市,685,2017,04
彰化縣,653,2017,04
南投縣,664,2017,04
嘉義市,647,2017,04
嘉義縣,647,2017,04
雲林縣,658,2017,04
臺南市,685,2017,04
高雄市,678,2017,04
澎湖縣,726,2017,04
屏東縣,664,2017,04
臺東縣,718,2017,04
花蓮縣,718,2017,04
金門縣,730,2017,04
連江縣,702,2017,04
臺北市,788,2017,05
基隆市,748,2017,05
新北市,728,2017,05
宜蘭縣,664,2017,05
新竹市,696,2017,05
新竹縣,684,2017,05
桃園市,676,2017,05
苗栗縣,690,2017,05
臺中市,686,2017,05
彰化縣,651,2017,05
南投縣,665,2017,05
嘉義市,649,2017,05
嘉義縣,647,2017,05
雲林縣,660,2017,05
臺南市,689,2017,05
高雄市,678,2017,05
澎湖縣,726,2017,05
屏東縣,664,2017,05
臺東縣,718,2017,05
花蓮縣,718,2017,05
金門縣,728,2017,05
連江縣,702,2017,05
臺北市,785,2017,06
基隆市,753,2017,06
新北市,730,2017,06
宜蘭縣,660,2017,06
新竹市,698,2017,06
新竹縣,684,2017,06
桃園市,676,2017,06
苗栗縣,690,2017,06
臺中市,688,2017,06
彰化縣,653,2017,06
南投縣,666,2017,06
嘉義市,645,2017,06
嘉義縣,646,2017,06
雲林縣,659,2017,06
臺南市,686,2017,06
高雄市,680,2017,06
澎湖縣,726,2017,06
屏東縣,664,2017,06
臺東縣,717,2017,06
花蓮縣,717,2017,06
金門縣,728,2017,06
連江縣,702,2017,06
臺北市,757,2017,07
基隆市,724,2017,07
新北市,702,2017,07
宜蘭縣,633,2017,07
新竹市,667,2017,07
新竹縣,656,2017,07
桃園市,644,2017,07
苗栗縣,660,2017,07
臺中市,660,2017,07
彰化縣,624,2017,07
南投縣,637,2017,07
嘉義市,615,2017,07
嘉義縣,618,2017,07
雲林縣,628,2017,07
臺南市,657,2017,07
高雄市,650,2017,07
澎湖縣,705,2017,07
屏東縣,637,2017,07
臺東縣,686,2017,07
花蓮縣,692,2017,07
金門縣,700,2017,07
連江縣,672,2017,07
臺北市,821,2017,08
基隆市,797,2017,08
新北市,772,2017,08
宜蘭縣,704,2017,08
新竹市,742,2017,08
新竹縣,721,2017,08
桃園市,717,2017,08
苗栗縣,732,2017,08
臺中市,728,2017,08
彰化縣,695,2017,08
南投縣,706,2017,08
嘉義市,688,2017,08
嘉義縣,688,2017,08
雲林縣,698,2017,08
臺南市,727,2017,08
高雄市,720,2017,08
澎湖縣,775,2017,08
屏東縣,703,2017,08
臺東縣,754,2017,08
花蓮縣,759,2017,08
金門縣,768,2017,08
連江縣,740,2017,08
臺北市,862,2017,09
基隆市,832,2017,09
新北市,809,2017,09
宜蘭縣,743,2017,09
新竹市,780,2017,09
新竹縣,761,2017,09
桃園市,755,2017,09
苗栗縣,768,2017,09
臺中市,766,2017,09
彰化縣,732,2017,09
南投縣,746,2017,09
嘉義市,731,2017,09
嘉義縣,728,2017,09
雲林縣,737,2017,09
臺南市,765,2017,09
高雄市,761,2017,09
澎湖縣,813,2017,09
屏東縣,741,2017,09
臺東縣,794,2017,09
花蓮縣,802,2017,09
金門縣,807,2017,09
連江縣,780,2017,09
臺北市,935,2017,10
基隆市,911,2017,10
新北市,882,2017,10
宜蘭縣,812,2017,10
新竹市,852,2017,10
新竹縣,833,2017,10
桃園市,825,2017,10
苗栗縣,838,2017,10
臺中市,838,2017,10
彰化縣,801,2017,10
南投縣,814,2017,10
嘉義市,796,2017,10
嘉義縣,795,2017,10
雲林縣,805,2017,10
臺南市,837,2017,10
高雄市,831,2017,10
澎湖縣,884,2017,10
屏東縣,815,2017,10
臺東縣,867,2017,10
花蓮縣,869,2017,10
金門縣,878,2017,10
連江縣,852,2017,10
臺北市,938,2017,11
基隆市,905,2017,11
新北市,883,2017,11
宜蘭縣,813,2017,11
新竹市,852,2017,11
新竹縣,836,2017,11
桃園市,827,2017,11
苗栗縣,836,2017,11
臺中市,837,2017,11
彰化縣,801,2017,11
南投縣,816,2017,11
嘉義市,798,2017,11
嘉義縣,796,2017,11
雲林縣,807,2017,11
臺南市,840,2017,11
高雄市,829,2017,11
澎湖縣,884,2017,11
屏東縣,814,2017,11
臺東縣,866,2017,11
花蓮縣,870,2017,11
金門縣,880,2017,11
連江縣,852,2017,11
臺北市,938,2017,12
基隆市,907,2017,12
新北市,884,2017,12
宜蘭縣,814,2017,12
新竹市,856,2017,12
新竹縣,837,2017,12
桃園市,824,2017,12
苗栗縣,838,2017,12
臺中市,835,2017,12
彰化縣,803,2017,12
南投縣,816,2017,12
嘉義市,799,2017,12
嘉義縣,795,2017,12
雲林縣,806,2017,12
臺南市,837,2017,12
高雄市,830,2017,12
澎湖縣,879,2017,12
屏東縣,813,2017,12
臺東縣,866,2017,12
花蓮縣,864,2017,12
金門縣,880,2017,12
連江縣,852,2017,12
臺北市,935,2018,01
基隆市,907,2018,01
新北市,883,2018,01
宜蘭縣,814,2018,01
新竹市,852,2018,01
新竹縣,836,2018,01
桃園市,826,2018,01
苗栗縣,837,2018,01
臺中市,835,2018,01
彰化縣,803,2018,01
南投縣,812,2018,01
嘉義市,795,2018,01
嘉義縣,795,2018,01
雲林縣,809,2018,01
臺南市,837,2018,01
高雄市,831,2018,01
澎湖縣,884,2018,01
屏東縣,813,2018,01
臺東縣,865,2018,01
花蓮縣,865,2018,01
金門縣,878,2018,01
連江縣,852,2018,01
臺北市,886,2018,02
基隆市,850,2018,02
新北市,832,2018,02
宜蘭縣,763,2018,02
新竹市,806,2018,02
新竹縣,785,2018,02
桃園市,778,2018,02
苗栗縣,789,2018,02
臺中市,787,2018,02
彰化縣,753,2018,02
南投縣,766,2018,02
嘉義市,748,2018,02
嘉義縣,749,2018,02
雲林縣,759,2018,02
臺南市,784,2018,02
高雄市,781,2018,02
澎湖縣,835,2018,02
屏東縣,763,2018,02
臺東縣,810,2018,02
花蓮縣,816,2018,02
金門縣,828,2018,02
連江縣,802,2018,02
臺北市,852,2018,03
基隆市,819,2018,03
新北市,798,2018,03
宜蘭縣,730,2018,03
新竹市,768,2018,03
新竹縣,753,2018,03
桃園市,739,2018,03
苗栗縣,755,2018,03
臺中市,755,2018,03
彰化縣,718,2018,03
南投縣,729,2018,03
嘉義市,711,2018,03
嘉義縣,712,2018,03
雲林縣,722,2018,03
臺南市,754,2018,03
高雄市,747,2018,03
澎湖縣,806,2018,03
屏東縣,731,2018,03
臺東縣,775,2018,03
花蓮縣,781,2018,03
金門縣,800,2018,03
連江縣,772,2018,03
臺北市,854,2018,04
基隆市,818,2018,04
新北市,793,2018,04
宜蘭縣,730,2018,04
新竹市,766,2018,04
新竹縣,747,2018,04
桃園市,739,2018,04
苗栗縣,755,2018,04
臺中市,755,2018,04
彰化縣,717,2018,04
南投縣,732,2018,04
嘉義市,710,2018,04
嘉義縣,711,2018,04
雲林縣,720,2018,04
臺南市,753,2018,04
高雄市,745,2018,04
澎湖縣,806,2018,04
屏東縣,730,2018,04
臺東縣,776,2018,04
花蓮縣,776,2018,04
金門縣,798,2018,04
連江縣,772,2018,04
臺北市,876,2018,05
基隆市,839,2018,05
新北市,815,2018,05
宜蘭縣,749,2018,05
新竹市,787,2018,05
新竹縣,768,2018,05
桃園市,757,2018,05
苗栗縣,772,2018,05
臺中市,774,2018,05
彰化縣,739,2018,05
南投縣,753,2018,05
嘉義市,732,2018,05
嘉義縣,730,2018,05
雲林縣,740,2018,05
臺南市,772,2018,05
高雄市,765,2018,05
澎湖縣,826,2018,05
屏東縣,749,2018,05
臺東縣,798,2018,05
花蓮縣,801,2018,05
金門縣,820,2018,05
連江縣,792,2018,05
臺北市,873,2018,06
基隆市,841,2018,06
新北市,819,2018,06
宜蘭縣,749,2018,06
新竹市,788,2018,06
新竹縣,771,2018,06
桃園市,758,2018,06
苗栗縣,774,2018,06
臺中市,772,2018,06
彰化縣,736,2018,06
南投縣,755,2018,06
嘉義市,728,2018,06
嘉義縣,729,2018,06
雲林縣,738,2018,06
臺南市,772,2018,06
高雄市,765,2018,06
澎湖縣,845,2018,06
屏東縣,749,2018,06
臺東縣,802,2018,06
花蓮縣,798,2018,06
金門縣,820,2018,06
連江縣,792,2018,06
臺北市,876,2018,07
基隆市,844,2018,07
新北市,825,2018,07
宜蘭縣,756,2018,07
新竹市,798,2018,07
新竹縣,779,2018,07
桃園市,765,2018,07
苗栗縣,778,2018,07
臺中市,775,2018,07
彰化縣,745,2018,07
南投縣,760,2018,07
嘉義市,734,2018,07
嘉義縣,735,2018,07
雲林縣,746,2018,07
臺南市,782,2018,07
高雄市,774,2018,07
澎湖縣,854,2018,07
屏東縣,758,2018,07
臺東縣,809,2018,07
花蓮縣,803,2018,07
金門縣,828,2018,07
連江縣,802,2018,07
臺北市,913,2018,08
基隆市,882,2018,08
新北市,858,2018,08
宜蘭縣,794,2018,08
新竹市,836,2018,08
新竹縣,818,2018,08
桃園市,802,2018,08
苗栗縣,818,2018,08
臺中市,813,2018,08
彰化縣,782,2018,08
南投縣,802,2018,08
嘉義市,776,2018,08
嘉義縣,776,2018,08
雲林縣,785,2018,08
臺南市,819,2018,08
高雄市,814,2018,08
澎湖縣,895,2018,08
屏東縣,799,2018,08
臺東縣,850,2018,08
花蓮縣,840,2018,08
金門縣,868,2018,08
連江縣,842,2018,08
臺北市,919,2018,09
基隆市,886,2018,09
新北市,858,2018,09
宜蘭縣,797,2018,09
新竹市,834,2018,09
新竹縣,816,2018,09
桃園市,801,2018,09
苗栗縣,820,2018,09
臺中市,812,2018,09
彰化縣,783,2018,09
南投縣,798,2018,09
嘉義市,776,2018,09
嘉義縣,778,2018,09
雲林縣,787,2018,09
臺南市,820,2018,09
高雄市,813,2018,09
澎湖縣,895,2018,09
屏東縣,800,2018,09
臺東縣,847,2018,09
花蓮縣,842,2018,09
金門縣,870,2018,09
連江縣,842,2018,09
臺北市,949,2018,10
基隆市,908,2018,10
新北市,890,2018,10
宜蘭縣,828,2018,10
新竹市,862,2018,10
新竹縣,850,2018,10
桃園市,832,2018,10
苗栗縣,848,2018,10
臺中市,842,2018,10
彰化縣,813,2018,10
南投縣,828,2018,10
嘉義市,803,2018,10
嘉義縣,809,2018,10
雲林縣,817,2018,10
臺南市,850,2018,10
高雄市,845,2018,10
澎湖縣,925,2018,10
屏東縣,830,2018,10
臺東縣,878,2018,10
花蓮縣,875,2018,10
金門縣,900,2018,10
連江縣,878,2018,10
臺北市,899,2018,11
基隆市,862,2018,11
新北市,841,2018,11
宜蘭縣,776,2018,11
新竹市,812,2018,11
新竹縣,798,2018,11
桃園市,787,2018,11
苗栗縣,798,2018,11
臺中市,797,2018,11
彰化縣,764,2018,11
南投縣,780,2018,11
嘉義市,757,2018,11
嘉義縣,755,2018,11
雲林縣,766,2018,11
臺南市,798,2018,11
高雄市,793,2018,11
澎湖縣,875,2018,11
屏東縣,782,2018,11
臺東縣,829,2018,11
花蓮縣,828,2018,11
金門縣,840,2018,11
連江縣,828,2018,11
臺北市,859,2018,12
基隆市,820,2018,12
新北市,801,2018,12
宜蘭縣,736,2018,12
新竹市,766,2018,12
新竹縣,756,2018,12
桃園市,750,2018,12
苗栗縣,760,2018,12
臺中市,758,2018,12
彰化縣,725,2018,12
南投縣,738,2018,12
嘉義市,718,2018,12
嘉義縣,718,2018,12
雲林縣,727,2018,12
臺南市,758,2018,12
高雄市,755,2018,12
澎湖縣,836,2018,12
屏東縣,743,2018,12
臺東縣,791,2018,12
花蓮縣,788,2018,12
金門縣,790,2018,12
連江縣,795,2018,12
臺北市,854,2019,01
基隆市,817,2019,01
新北市,794,2019,01
宜蘭縣,728,2019,01
新竹市,758,2019,01
新竹縣,744,2019,01
桃園市,735,2019,01
苗栗縣,751,2019,01
臺中市,750,2019,01
彰化縣,714,2019,01
南投縣,731,2019,01
嘉義市,707,2019,01
嘉義縣,708,2019,01
雲林縣,718,2019,01
臺南市,752,2019,01
高雄市,748,2019,01
澎湖縣,836,2019,01
屏東縣,734,2019,01
臺東縣,784,2019,01
花蓮縣,781,2019,01
金門縣,790,2019,01
連江縣,785,2019,01
臺北市,851,2019,02
基隆市,814,2019,02
新北市,793,2019,02
宜蘭縣,730,2019,02
新竹市,760,2019,02
新竹縣,743,2019,02
桃園市,737,2019,02
苗栗縣,751,2019,02
臺中市,747,2019,02
彰化縣,715,2019,02
南投縣,731,2019,02
嘉義市,706,2019,02
嘉義縣,708,2019,02
雲林縣,718,2019,02
臺南市,750,2019,02
高雄市,748,2019,02
澎湖縣,836,2019,02
屏東縣,733,2019,02
臺東縣,781,2019,02
花蓮縣,779,2019,02
金門縣,790,2019,02
連江縣,785,2019,02
臺北市,893,2019,03
基隆市,854,2019,03
新北市,834,2019,03
宜蘭縣,767,2019,03
新竹市,804,2019,03
新竹縣,783,2019,03
桃園市,775,2019,03
苗栗縣,791,2019,03
臺中市,789,2019,03
彰化縣,757,2019,03
南投縣,769,2019,03
嘉義市,744,2019,03
嘉義縣,746,2019,03
雲林縣,758,2019,03
臺南市,789,2019,03
高雄市,788,2019,03
澎湖縣,874,2019,03
屏東縣,772,2019,03
臺東縣,819,2019,03
花蓮縣,813,2019,03
金門縣,830,2019,03
連江縣,825,2019,03
臺北市,916,2019,04
基隆市,876,2019,04
新北市,857,2019,04
宜蘭縣,790,2019,04
新竹市,824,2019,04
新竹縣,804,2019,04
桃園市,801,2019,04
苗栗縣,813,2019,04
臺中市,811,2019,04
彰化縣,777,2019,04
南投縣,797,2019,04
嘉義市,770,2019,04
嘉義縣,766,2019,04
雲林縣,778,2019,04
臺南市,808,2019,04
高雄市,810,2019,04
澎湖縣,895,2019,04
屏東縣,793,2019,04
臺東縣,841,2019,04
花蓮縣,838,2019,04
金門縣,850,2019,04
連江縣,852,2019,04
臺北市,934,2019,05
基隆市,901,2019,05
新北市,877,2019,05
宜蘭縣,811,2019,05
新竹市,838,2019,05
新竹縣,822,2019,05
桃園市,820,2019,05
苗栗縣,833,2019,05
臺中市,829,2019,05
彰化縣,795,2019,05
南投縣,814,2019,05
嘉義市,786,2019,05
嘉義縣,788,2019,05
雲林縣,798,2019,05
臺南市,831,2019,05
高雄市,829,2019,05
澎湖縣,915,2019,05
屏東縣,812,2019,05
臺東縣,859,2019,05
花蓮縣,850,2019,05
金門縣,870,2019,05
連江縣,872,2019,05
臺北市,875,2019,06
基隆市,837,2019,06
新北市,815,2019,06
宜蘭縣,752,2019,06
新竹市,780,2019,06
新竹縣,761,2019,06
桃園市,759,2019,06
苗栗縣,772,2019,06
臺中市,771,2019,06
彰化縣,738,2019,06
南投縣,751,2019,06
嘉義市,724,2019,06
嘉義縣,728,2019,06
雲林縣,736,2019,06
臺南市,770,2019,06
高雄市,770,2019,06
澎湖縣,855,2019,06
屏東縣,751,2019,06
臺東縣,800,2019,06
花蓮縣,794,2019,06
金門縣,810,2019,06
連江縣,820,2019,06
臺北市,847,2019,07
基隆市,815,2019,07
新北市,785,2019,07
宜蘭縣,722,2019,07
新竹市,750,2019,07
新竹縣,732,2019,07
桃園市,728,2019,07
苗栗縣,742,2019,07
臺中市,743,2019,07
彰化縣,708,2019,07
南投縣,724,2019,07
嘉義市,699,2019,07
嘉義縣,699,2019,07
雲林縣,707,2019,07
臺南市,742,2019,07
高雄市,739,2019,07
澎湖縣,825,2019,07
屏東縣,723,2019,07
臺東縣,770,2019,07
花蓮縣,763,2019,07
金門縣,787,2019,07
連江縣,790,2019,07
臺北市,844,2019,08
基隆市,814,2019,08
新北市,786,2019,08
宜蘭縣,719,2019,08
新竹市,756,2019,08
新竹縣,732,2019,08
桃園市,730,2019,08
苗栗縣,741,2019,08
臺中市,738,2019,08
彰化縣,707,2019,08
南投縣,722,2019,08
嘉義市,702,2019,08
嘉義縣,698,2019,08
雲林縣,708,2019,08
臺南市,741,2019,08
高雄市,740,2019,08
澎湖縣,825,2019,08
屏東縣,724,2019,08
臺東縣,773,2019,08
花蓮縣,767,2019,08
金門縣,787,2019,08
連江縣,790,2019,08
臺北市,824,2019,09
基隆市,786,2019,09
新北市,767,2019,09
宜蘭縣,704,2019,09
新竹市,730,2019,09
新竹縣,715,2019,09
桃園市,711,2019,09
苗栗縣,725,2019,09
臺中市,718,2019,09
彰化縣,688,2019,09
南投縣,705,2019,09
嘉義市,683,2019,09
嘉義縣,682,2019,09
雲林縣,689,2019,09
臺南市,725,2019,09
高雄市,723,2019,09
澎湖縣,805,2019,09
屏東縣,705,2019,09
臺東縣,751,2019,09
花蓮縣,748,2019,09
金門縣,770,2019,09
連江縣,770,2019,09
臺北市,827,2019,10
基隆市,786,2019,10
新北市,767,2019,10
宜蘭縣,702,2019,10
新竹市,728,2019,10
新竹縣,716,2019,10
桃園市,709,2019,10
苗栗縣,722,2019,10
臺中市,721,2019,10
彰化縣,687,2019,10
南投縣,703,2019,10
嘉義市,678,2019,10
嘉義縣,682,2019,10
雲林縣,690,2019,10
臺南市,725,2019,10
高雄市,724,2019,10
澎湖縣,805,2019,10
屏東縣,704,2019,10
臺東縣,753,2019,10
花蓮縣,751,2019,10
金門縣,773,2019,10
連江縣,770,2019,10
臺北市,825,2019,11
