縣市名稱,查報均價(元/20公斤(桶)),查報年分,查報月份
基隆市,785,2019,11
新北市,769,2019,11
宜蘭縣,701,2019,11
新竹市,736,2019,11
新竹縣,714,2019,11
桃園市,707,2019,11
苗栗縣,722,2019,11
臺中市,720,2019,11
彰化縣,687,2019,11
南投縣,704,2019,11
嘉義市,676,2019,11
嘉義縣,680,2019,11
雲林縣,689,2019,11
臺南市,723,2019,11
高雄市,724,2019,11
澎湖縣,805,2019,11
屏東縣,703,2019,11
臺東縣,751,2019,11
花蓮縣,747,2019,11
金門縣,773,2019,11
連江縣,770,2019,11
臺北市,824,2019,12
基隆市,788,2019,12
新北市,767,2019,12
宜蘭縣,699,2019,12
新竹市,728,2019,12
新竹縣,713,2019,12
桃園市,707,2019,12
苗栗縣,723,2019,12
臺中市,721,2019,12
彰化縣,689,2019,12
南投縣,703,2019,12
嘉義市,678,2019,12
嘉義縣,679,2019,12
雲林縣,688,2019,12
臺南市,721,2019,12
高雄市,724,2019,12
澎湖縣,805,2019,12
屏東縣,704,2019,12
臺東縣,754,2019,12
花蓮縣,747,2019,12
金門縣,773,2019,12
連江縣,770,2019,12
臺北市,825,2020,01
基隆市,790,2020,01
新北市,769,2020,01
宜蘭縣,701,2020,01
新竹市,730,2020,01
新竹縣,713,2020,01
桃園市,706,2020,01
苗栗縣,723,2020,01
臺中市,723,2020,01
彰化縣,688,2020,01
南投縣,702,2020,01
嘉義市,679,2020,01
嘉義縣,679,2020,01
雲林縣,688,2020,01
臺南市,720,2020,01
高雄市,723,2020,01
澎湖縣,805,2020,01
屏東縣,704,2020,01
臺東縣,754,2020,01
花蓮縣,745,2020,01
金門縣,773,2020,01
連江縣,770,2020,01
臺北市,823,2020,02
基隆市,784,2020,02
新北市,768,2020,02
宜蘭縣,701,2020,02
新竹市,732,2020,02
新竹縣,714,2020,02
桃園市,711,2020,02
苗栗縣,721,2020,02
臺中市,721,2020,02
彰化縣,687,2020,02
南投縣,702,2020,02
嘉義市,677,2020,02
嘉義縣,680,2020,02
雲林縣,688,2020,02
臺南市,723,2020,02
高雄市,721,2020,02
澎湖縣,805,2020,02
屏東縣,704,2020,02
臺東縣,754,2020,02
花蓮縣,750,2020,02
金門縣,773,2020,02
連江縣,770,2020,02
臺北市,797,2020,03
基隆市,762,2020,03
新北市,739,2020,03
宜蘭縣,673,2020,03
新竹市,706,2020,03
新竹縣,684,2020,03
桃園市,680,2020,03
苗栗縣,693,2020,03
臺中市,693,2020,03
彰化縣,658,2020,03
南投縣,674,2020,03
嘉義市,647,2020,03
嘉義縣,653,2020,03
雲林縣,658,2020,03
臺南市,696,2020,03
高雄市,694,2020,03
澎湖縣,774,2020,03
屏東縣,675,2020,03
臺東縣,726,2020,03
花蓮縣,720,2020,03
金門縣,745,2020,03
連江縣,742,2020,03
臺北市,701,2020,04
基隆市,667,2020,04
新北市,641,2020,04
宜蘭縣,573,2020,04
新竹市,604,2020,04
新竹縣,583,2020,04
桃園市,586,2020,04
苗栗縣,594,2020,04
臺中市,594,2020,04
彰化縣,558,2020,04
南投縣,574,2020,04
嘉義市,554,2020,04
嘉義縣,551,2020,04
雲林縣,558,2020,04
臺南市,595,2020,04
高雄市,596,2020,04
澎湖縣,674,2020,04
屏東縣,576,2020,04
臺東縣,626,2020,04
花蓮縣,624,2020,04
金門縣,650,2020,04
連江縣,642,2020,04
臺北市,700,2020,05
基隆市,666,2020,05
新北市,640,2020,05
宜蘭縣,573,2020,05
新竹市,604,2020,05
新竹縣,587,2020,05
桃園市,581,2020,05
苗栗縣,595,2020,05
臺中市,595,2020,05
彰化縣,557,2020,05
南投縣,574,2020,05
嘉義市,546,2020,05
嘉義縣,549,2020,05
雲林縣,558,2020,05
臺南市,597,2020,05
高雄市,596,2020,05
澎湖縣,674,2020,05
屏東縣,575,2020,05
臺東縣,625,2020,05
花蓮縣,626,2020,05
金門縣,650,2020,05
連江縣,642,2020,05
臺北市,696,2020,06
基隆市,669,2020,06
新北市,642,2020,06
宜蘭縣,571,2020,06
新竹市,604,2020,06
新竹縣,580,2020,06
桃園市,579,2020,06
苗栗縣,595,2020,06
臺中市,595,2020,06
彰化縣,558,2020,06
南投縣,577,2020,06
嘉義市,549,2020,06
嘉義縣,548,2020,06
雲林縣,557,2020,06
臺南市,594,2020,06
高雄市,595,2020,06
澎湖縣,675,2020,06
屏東縣,575,2020,06
臺東縣,626,2020,06
花蓮縣,623,2020,06
金門縣,647,2020,06
連江縣,642,2020,06
臺北市,698,2020,07
基隆市,660,2020,07
新北市,641,2020,07
宜蘭縣,571,2020,07
新竹市,604,2020,07
新竹縣,582,2020,07
桃園市,581,2020,07
苗栗縣,593,2020,07
臺中市,595,2020,07
彰化縣,559,2020,07
南投縣,578,2020,07
嘉義市,551,2020,07
嘉義縣,548,2020,07
雲林縣,557,2020,07
臺南市,596,2020,07
高雄市,596,2020,07
澎湖縣,675,2020,07
屏東縣,575,2020,07
臺東縣,629,2020,07
花蓮縣,622,2020,07
金門縣,650,2020,07
連江縣,640,2020,07
臺北市,695,2020,08
基隆市,664,2020,08
新北市,638,2020,08
宜蘭縣,574,2020,08
新竹市,604,2020,08
新竹縣,582,2020,08
桃園市,581,2020,08
苗栗縣,594,2020,08
臺中市,595,2020,08
彰化縣,556,2020,08
南投縣,576,2020,08
嘉義市,549,2020,08
嘉義縣,551,2020,08
雲林縣,558,2020,08
臺南市,595,2020,08
高雄市,595,2020,08
澎湖縣,675,2020,08
屏東縣,571,2020,08
臺東縣,629,2020,08
花蓮縣,622,2020,08
金門縣,650,2020,08
連江縣,640,2020,08
臺北市,693,2020,09
基隆市,658,2020,09
新北市,641,2020,09
宜蘭縣,573,2020,09
新竹市,610,2020,09
新竹縣,585,2020,09
桃園市,581,2020,09
苗栗縣,591,2020,09
臺中市,595,2020,09
彰化縣,554,2020,09
南投縣,576,2020,09
嘉義市,553,2020,09
嘉義縣,549,2020,09
雲林縣,560,2020,09
臺南市,596,2020,09
高雄市,594,2020,09
澎湖縣,675,2020,09
屏東縣,569,2020,09
臺東縣,627,2020,09
花蓮縣,622,2020,09
金門縣,654,2020,09
連江縣,640,2020,09
臺北市,702,2020,10
基隆市,668,2020,10
新北市,651,2020,10
宜蘭縣,583,2020,10
新竹市,620,2020,10
新竹縣,595,2020,10
桃園市,588,2020,10
苗栗縣,603,2020,10
臺中市,603,2020,10
彰化縣,564,2020,10
南投縣,586,2020,10
嘉義市,561,2020,10
嘉義縣,558,2020,10
雲林縣,570,2020,10
臺南市,607,2020,10
高雄市,605,2020,10
澎湖縣,686,2020,10
屏東縣,579,2020,10
臺東縣,635,2020,10
花蓮縣,633,2020,10
金門縣,658,2020,10
連江縣,655,2020,10
臺北市,734,2020,11
基隆市,692,2020,11
新北市,677,2020,11
宜蘭縣,613,2020,11
新竹市,650,2020,11
新竹縣,618,2020,11
桃園市,618,2020,11
苗栗縣,630,2020,11
臺中市,636,2020,11
彰化縣,595,2020,11
南投縣,615,2020,11
嘉義市,587,2020,11
嘉義縣,589,2020,11
雲林縣,599,2020,11
臺南市,638,2020,11
高雄市,634,2020,11
澎湖縣,716,2020,11
屏東縣,608,2020,11
臺東縣,665,2020,11
花蓮縣,666,2020,11
金門縣,692,2020,11
連江縣,685,2020,11
臺北市,754,2020,12
基隆市,719,2020,12
新北市,696,2020,12
宜蘭縣,630,2020,12
新竹市,670,2020,12
新竹縣,638,2020,12
桃園市,637,2020,12
苗栗縣,653,2020,12
臺中市,653,2020,12
彰化縣,615,2020,12
南投縣,636,2020,12
嘉義市,605,2020,12
嘉義縣,606,2020,12
雲林縣,621,2020,12
臺南市,656,2020,12
高雄市,654,2020,12
澎湖縣,736,2020,12
屏東縣,627,2020,12
臺東縣,685,2020,12
花蓮縣,687,2020,12
金門縣,712,2020,12
連江縣,705,2020,12
臺北市,756,2021,01
基隆市,716,2021,01
新北市,697,2021,01
宜蘭縣,630,2021,01
新竹市,657,2021,01
新竹縣,638,2021,01
桃園市,640,2021,01
苗栗縣,650,2021,01
臺中市,655,2021,01
彰化縣,615,2021,01
南投縣,634,2021,01
嘉義市,607,2021,01
嘉義縣,605,2021,01
雲林縣,620,2021,01
臺南市,656,2021,01
高雄市,655,2021,01
澎湖縣,735,2021,01
屏東縣,629,2021,01
臺東縣,684,2021,01
花蓮縣,688,2021,01
金門縣,716,2021,01
連江縣,705,2021,01
臺北市,750,2021,02
基隆市,715,2021,02
新北市,696,2021,02
宜蘭縣,629,2021,02
新竹市,657,2021,02
新竹縣,635,2021,02
桃園市,640,2021,02
苗栗縣,651,2021,02
臺中市,652,2021,02
彰化縣,615,2021,02
南投縣,632,2021,02
嘉義市,606,2021,02
嘉義縣,607,2021,02
雲林縣,620,2021,02
臺南市,655,2021,02
高雄市,656,2021,02
澎湖縣,735,2021,02
屏東縣,630,2021,02
臺東縣,684,2021,02
花蓮縣,678,2021,02
金門縣,712,2021,02
連江縣,705,2021,02
臺北市,753,2021,03
基隆市,722,2021,03
新北市,695,2021,03
宜蘭縣,631,2021,03
新竹市,660,2021,03
新竹縣,634,2021,03
桃園市,639,2021,03
苗栗縣,652,2021,03
臺中市,655,2021,03
彰化縣,616,2021,03
南投縣,634,2021,03
嘉義市,608,2021,03
嘉義縣,605,2021,03
雲林縣,616,2021,03
臺南市,655,2021,03
高雄市,655,2021,03
澎湖縣,735,2021,03
屏東縣,630,2021,03
臺東縣,683,2021,03
花蓮縣,683,2021,03
金門縣,710,2021,03
連江縣,705,2021,03
臺北市,753,2021,04
基隆市,719,2021,04
新北市,695,2021,04
宜蘭縣,635,2021,04
新竹市,660,2021,04
新竹縣,636,2021,04
桃園市,639,2021,04
苗栗縣,650,2021,04
臺中市,652,2021,04
彰化縣,617,2021,04
南投縣,630,2021,04
嘉義市,606,2021,04
嘉義縣,608,2021,04
雲林縣,617,2021,04
臺南市,656,2021,04
高雄市,655,2021,04
澎湖縣,735,2021,04
屏東縣,631,2021,04
臺東縣,684,2021,04
花蓮縣,680,2021,04
金門縣,716,2021,04
連江縣,705,2021,04
臺北市,757,2021,05
基隆市,718,2021,05
新北市,697,2021,05
宜蘭縣,630,2021,05
新竹市,660,2021,05
新竹縣,636,2021,05
桃園市,638,2021,05
苗栗縣,649,2021,05
臺中市,652,2021,05
彰化縣,617,2021,05
南投縣,634,2021,05
嘉義市,608,2021,05
嘉義縣,605,2021,05
雲林縣,621,2021,05
臺南市,655,2021,05
高雄市,656,2021,05
澎湖縣,735,2021,05
屏東縣,630,2021,05
臺東縣,686,2021,05
花蓮縣,681,2021,05
金門縣,714,2021,05
連江縣,705,2021,05
臺北市,755,2021,06
基隆市,718,2021,06
新北市,698,2021,06
宜蘭縣,630,2021,06
新竹市,657,2021,06
新竹縣,635,2021,06
桃園市,641,2021,06
苗栗縣,647,2021,06
臺中市,650,2021,06
彰化縣,616,2021,06
南投縣,628,2021,06
嘉義市,607,2021,06
嘉義縣,606,2021,06
雲林縣,620,2021,06
臺南市,654,2021,06
高雄市,655,2021,06
澎湖縣,735,2021,06
屏東縣,633,2021,06
臺東縣,685,2021,06
花蓮縣,683,2021,06
金門縣,712,2021,06
連江縣,705,2021,06
臺北市,756,2021,07
基隆市,719,2021,07
新北市,698,2021,07
宜蘭縣,632,2021,07
新竹市,657,2021,07
新竹縣,638,2021,07
桃園市,640,2021,07
苗栗縣,648,2021,07
臺中市,653,2021,07
彰化縣,615,2021,07
南投縣,632,2021,07
嘉義市,606,2021,07
嘉義縣,607,2021,07
雲林縣,618,2021,07
臺南市,654,2021,07
高雄市,656,2021,07
澎湖縣,735,2021,07
屏東縣,632,2021,07
臺東縣,686,2021,07
花蓮縣,679,2021,07
金門縣,714,2021,07
連江縣,705,2021,07
臺北市,757,2021,08
基隆市,717,2021,08
新北市,697,2021,08
宜蘭縣,631,2021,08
新竹市,660,2021,08
新竹縣,636,2021,08
桃園市,639,2021,08
苗栗縣,651,2021,08
臺中市,654,2021,08
彰化縣,614,2021,08
南投縣,628,2021,08
嘉義市,606,2021,08
嘉義縣,606,2021,08
雲林縣,622,2021,08
臺南市,657,2021,08
高雄市,655,2021,08
澎湖縣,735,2021,08
屏東縣,630,2021,08
臺東縣,686,2021,08
花蓮縣,685,2021,08
金門縣,712,2021,08
連江縣,705,2021,08
臺北市,760,2021,09
基隆市,718,2021,09
新北市,697,2021,09
宜蘭縣,634,2021,09
新竹市,660,2021,09
新竹縣,636,2021,09
桃園市,640,2021,09
苗栗縣,649,2021,09
臺中市,654,2021,09
彰化縣,616,2021,09
南投縣,631,2021,09
嘉義市,614,2021,09
嘉義縣,607,2021,09
雲林縣,620,2021,09
臺南市,654,2021,09
高雄市,657,2021,09
澎湖縣,735,2021,09
屏東縣,630,2021,09
臺東縣,686,2021,09
花蓮縣,681,2021,09
金門縣,716,2021,09
連江縣,705,2021,09
臺北市,756,2021,10
基隆市,713,2021,10
新北市,697,2021,10
宜蘭縣,632,2021,10
新竹市,657,2021,10
新竹縣,638,2021,10
桃園市,639,2021,10
苗栗縣,650,2021,10
臺中市,654,2021,10
彰化縣,617,2021,10
南投縣,632,2021,10
嘉義市,616,2021,10
嘉義縣,605,2021,10
雲林縣,618,2021,10
臺南市,655,2021,10
高雄市,654,2021,10
澎湖縣,735,2021,10
屏東縣,634,2021,10
臺東縣,687,2021,10
花蓮縣,678,2021,10
金門縣,714,2021,10
連江縣,705,2021,10
臺北市,759,2021,11
基隆市,719,2021,11
新北市,698,2021,11
宜蘭縣,631,2021,11
新竹市,657,2021,11
新竹縣,636,2021,11
桃園市,637,2021,11
苗栗縣,648,2021,11
臺中市,653,2021,11
彰化縣,616,2021,11
南投縣,634,2021,11
嘉義市,608,2021,11
嘉義縣,606,2021,11
雲林縣,620,2021,11
臺南市,653,2021,11
高雄市,657,2021,11
澎湖縣,736,2021,11
屏東縣,636,2021,11
臺東縣,686,2021,11
花蓮縣,682,2021,11
金門縣,716,2021,11
連江縣,705,2021,11
臺北市,753,2021,12
基隆市,719,2021,12
新北市,697,2021,12
宜蘭縣,633,2021,12
新竹市,660,2021,12
新竹縣,638,2021,12
桃園市,638,2021,12
苗栗縣,645,2021,12
臺中市,653,2021,12
彰化縣,616,2021,12
南投縣,630,2021,12
嘉義市,611,2021,12
嘉義縣,606,2021,12
雲林縣,618,2021,12
臺南市,655,2021,12
高雄市,657,2021,12
澎湖縣,735,2021,12
屏東縣,636,2021,12
臺東縣,684,2021,12
花蓮縣,682,2021,12
金門縣,710,2021,12
連江縣,705,2021,12
臺北市,755,2022,01
基隆市,726,2022,01
新北市,698,2022,01
宜蘭縣,633,2022,01
新竹市,657,2022,01
新竹縣,636,2022,01
桃園市,640,2022,01
苗栗縣,649,2022,01
臺中市,650,2022,01
彰化縣,615,2022,01
南投縣,630,2022,01
嘉義市,608,2022,01
嘉義縣,604,2022,01
雲林縣,619,2022,01
臺南市,653,2022,01
高雄市,658,2022,01
澎湖縣,735,2022,01
屏東縣,637,2022,01
臺東縣,683,2022,01
花蓮縣,680,2022,01
金門縣,714,2022,01
連江縣,705,2022,01
臺北市,756,2022,02
基隆市,723,2022,02
新北市,696,2022,02
宜蘭縣,631,2022,02
新竹市,660,2022,02
新竹縣,637,2022,02
桃園市,639,2022,02
苗栗縣,649,2022,02
臺中市,653,2022,02
彰化縣,616,2022,02
南投縣,633,2022,02
嘉義市,609,2022,02
嘉義縣,606,2022,02
雲林縣,618,2022,02
臺南市,657,2022,02
高雄市,657,2022,02
澎湖縣,735,2022,02
屏東縣,633,2022,02
臺東縣,685,2022,02
花蓮縣,676,2022,02
金門縣,712,2022,02
連江縣,705,2022,02
臺北市,762,2022,03
基隆市,719,2022,03
新北市,698,2022,03
宜蘭縣,633,2022,03
新竹市,657,2022,03
新竹縣,637,2022,03
桃園市,640,2022,03
苗栗縣,651,2022,03
臺中市,653,2022,03
彰化縣,616,2022,03
南投縣,631,2022,03
嘉義市,609,2022,03
嘉義縣,606,2022,03
雲林縣,620,2022,03
臺南市,658,2022,03
高雄市,662,2022,03
澎湖縣,736,2022,03
屏東縣,637,2022,03
臺東縣,687,2022,03
花蓮縣,679,2022,03
金門縣,716,2022,03
連江縣,705,2022,03
臺北市,758,2022,04
基隆市,721,2022,04
新北市,697,2022,04
宜蘭縣,633,2022,04
新竹市,660,2022,04
新竹縣,635,2022,04
桃園市,641,2022,04
苗栗縣,652,2022,04
臺中市,653,2022,04
彰化縣,616,2022,04
南投縣,632,2022,04
嘉義市,615,2022,04
嘉義縣,606,2022,04
雲林縣,619,2022,04
臺南市,660,2022,04
高雄市,664,2022,04
澎湖縣,736,2022,04
屏東縣,638,2022,04
臺東縣,686,2022,04
花蓮縣,675,2022,04
金門縣,712,2022,04
連江縣,705,2022,04
臺北市,757,2022,05
基隆市,719,2022,05
新北市,699,2022,05
宜蘭縣,635,2022,05
新竹市,660,2022,05
新竹縣,638,2022,05
桃園市,641,2022,05
苗栗縣,648,2022,05
臺中市,654,2022,05
彰化縣,616,2022,05
南投縣,628,2022,05
嘉義市,608,2022,05
嘉義縣,608,2022,05
雲林縣,618,2022,05
臺南市,661,2022,05
高雄市,668,2022,05
澎湖縣,736,2022,05
屏東縣,641,2022,05
臺東縣,686,2022,05
花蓮縣,677,2022,05
金門縣,714,2022,05
連江縣,705,2022,05
臺北市,754,2022,06
基隆市,721,2022,06
新北市,698,2022,06
宜蘭縣,632,2022,06
新竹市,660,2022,06
新竹縣,636,2022,06
桃園市,640,2022,06
苗栗縣,649,2022,06
臺中市,653,2022,06
彰化縣,617,2022,06
南投縣,630,2022,06
嘉義市,609,2022,06
嘉義縣,608,2022,06
雲林縣,617,2022,06
臺南市,662,2022,06
高雄市,668,2022,06
澎湖縣,736,2022,06
屏東縣,638,2022,06
臺東縣,684,2022,06
花蓮縣,681,2022,06
金門縣,712,2022,06
連江縣,705,2022,06
臺北市,758,2022,07
基隆市,723,2022,07
新北市,699,2022,07
宜蘭縣,635,2022,07
新竹市,660,2022,07
新竹縣,634,2022,07
桃園市,643,2022,07
苗栗縣,651,2022,07
臺中市,652,2022,07
彰化縣,618,2022,07
南投縣,632,2022,07
嘉義市,607,2022,07
嘉義縣,608,2022,07
雲林縣,618,2022,07
臺南市,664,2022,07
高雄市,671,2022,07
澎湖縣,736,2022,07
屏東縣,640,2022,07
臺東縣,687,2022,07
花蓮縣,675,2022,07
金門縣,714,2022,07
連江縣,705,2022,07
臺北市,760,2022,08
基隆市,728,2022,08
新北市,697,2022,08
宜蘭縣,635,2022,08
新竹市,660,2022,08
新竹縣,635,2022,08
桃園市,644,2022,08
苗栗縣,652,2022,08
臺中市,652,2022,08
彰化縣,617,2022,08
南投縣,630,2022,08
嘉義市,611,2022,08
嘉義縣,608,2022,08
雲林縣,620,2022,08
臺南市,659,2022,08
高雄市,669,2022,08
澎湖縣,736,2022,08
屏東縣,640,2022,08
臺東縣,687,2022,08
花蓮縣,675,2022,08
金門縣,714,2022,08
連江縣,705,2022,08
臺北市,758,2022,09
基隆市,724,2022,09
新北市,697,2022,09
宜蘭縣,635,2022,09
新竹市,660,2022,09
新竹縣,638,2022,09
桃園市,643,2022,09
苗栗縣,648,2022,09
臺中市,651,2022,09
彰化縣,617,2022,09
南投縣,632,2022,09
嘉義市,610,2022,09
嘉義縣,607,2022,09
雲林縣,619,2022,09
臺南市,660,2022,09
高雄市,668,2022,09
澎湖縣,736,2022,09
屏東縣,639,2022,09
臺東縣,687,2022,09
花蓮縣,678,2022,09
金門縣,712,2022,09
連江縣,705,2022,09
臺北市,756,2022,10
基隆市,721,2022,10
新北市,696,2022,10
宜蘭縣,636,2022,10
新竹市,658,2022,10
新竹縣,635,2022,10
桃園市,640,2022,10
苗栗縣,648,2022,10
臺中市,648,2022,10
彰化縣,616,2022,10
南投縣,632,2022,10
嘉義市,610,2022,10
嘉義縣,606,2022,10
雲林縣,620,2022,10
臺南市,661,2022,10
高雄市,670,2022,10
澎湖縣,733,2022,10
屏東縣,641,2022,10
臺東縣,681,2022,10
花蓮縣,672,2022,10
金門縣,717,2022,10
連江縣,705,2022,10
臺北市,758,2022,11
基隆市,717,2022,11
新北市,696,2022,11
宜蘭縣,635,2022,11
新竹市,658,2022,11
新竹縣,639,2022,11
桃園市,642,2022,11
苗栗縣,647,2022,11
臺中市,651,2022,11
彰化縣,616,2022,11
南投縣,632,2022,11
嘉義市,611,2022,11
嘉義縣,605,2022,11
雲林縣,619,2022,11
臺南市,661,2022,11
高雄市,670,2022,11
澎湖縣,733,2022,11
屏東縣,639,2022,11
臺東縣,678,2022,11
花蓮縣,676,2022,11
金門縣,717,2022,11
連江縣,750,2022,11
臺北市,758,2022,12
基隆市,718,2022,12
新北市,696,2022,12
宜蘭縣,634,2022,12
新竹市,658,2022,12
新竹縣,642,2022,12
桃園市,642,2022,12
苗栗縣,647,2022,12
臺中市,653,2022,12
彰化縣,617,2022,12
南投縣,634,2022,12
嘉義市,612,2022,12
嘉義縣,605,2022,12
雲林縣,618,2022,12
臺南市,660,2022,12
高雄市,669,2022,12
澎湖縣,733,2022,12
屏東縣,640,2022,12
臺東縣,681,2022,12
花蓮縣,679,2022,12
金門縣,715,2022,12
連江縣,750,2022,12
臺北市,759,2023,01
基隆市,718,2023,01
新北市,698,2023,01
宜蘭縣,637,2023,01
新竹市,658,2023,01
新竹縣,635,2023,01
桃園市,642,2023,01
苗栗縣,648,2023,01
臺中市,653,2023,01
彰化縣,616,2023,01
南投縣,634,2023,01
嘉義市,606,2023,01
嘉義縣,605,2023,01
雲林縣,620,2023,01
臺南市,661,2023,01
高雄市,671,2023,01
澎湖縣,737,2023,01
屏東縣,639,2023,01
臺東縣,676,2023,01
花蓮縣,672,2023,01
金門縣,715,2023,01
連江縣,750,2023,01
臺北市,759,2023,02
基隆市,722,2023,02
新北市,697,2023,02
宜蘭縣,635,2023,02
新竹市,658,2023,02
新竹縣,637,2023,02
桃園市,643,2023,02
苗栗縣,648,2023,02
臺中市,654,2023,02
彰化縣,618,2023,02
南投縣,632,2023,02
嘉義市,611,2023,02
嘉義縣,604,2023,02
雲林縣,618,2023,02
臺南市,663,2023,02
高雄市,672,2023,02
澎湖縣,739,2023,02
屏東縣,641,2023,02
臺東縣,674,2023,02
花蓮縣,677,2023,02
金門縣,716,2023,02
連江縣,750,2023,02
臺北市,760,2023,03
基隆市,716,2023,03
新北市,697,2023,03
宜蘭縣,635,2023,03
新竹市,658,2023,03
新竹縣,635,2023,03
桃園市,645,2023,03
苗栗縣,646,2023,03
臺中市,651,2023,03
彰化縣,616,2023,03
南投縣,634,2023,03
嘉義市,608,2023,03
嘉義縣,607,2023,03
雲林縣,619,2023,03
臺南市,664,2023,03
高雄市,672,2023,03
澎湖縣,741,2023,03
屏東縣,640,2023,03
臺東縣,677,2023,03
花蓮縣,677,2023,03
金門縣,714,2023,03
連江縣,750,2023,03
臺北市,764,2023,04
基隆市,719,2023,04
新北市,698,2023,04
宜蘭縣,635,2023,04
新竹市,658,2023,04
新竹縣,636,2023,04
桃園市,640,2023,04
苗栗縣,648,2023,04
臺中市,654,2023,04
彰化縣,616,2023,04
南投縣,633,2023,04
嘉義市,610,2023,04
嘉義縣,607,2023,04
雲林縣,619,2023,04
臺南市,664,2023,04
高雄市,672,2023,04
澎湖縣,739,2023,04
屏東縣,642,2023,04
臺東縣,675,2023,04
花蓮縣,680,2023,04
金門縣,718,2023,04
連江縣,750,2023,04
臺北市,761,2023,05
基隆市,716,2023,05
新北市,699,2023,05
宜蘭縣,634,2023,05
新竹市,658,2023,05
新竹縣,640,2023,05
桃園市,642,2023,05
苗栗縣,646,2023,05
臺中市,652,2023,05
彰化縣,618,2023,05
南投縣,632,2023,05
嘉義市,610,2023,05
嘉義縣,607,2023,05
雲林縣,620,2023,05
臺南市,664,2023,05
高雄市,674,2023,05
澎湖縣,738,2023,05
屏東縣,641,2023,05
臺東縣,680,2023,05
花蓮縣,673,2023,05
金門縣,720,2023,05
連江縣,750,2023,05
臺北市,758,2023,06
基隆市,715,2023,06
新北市,698,2023,06
宜蘭縣,638,2023,06
新竹市,658,2023,06
新竹縣,638,2023,06
桃園市,643,2023,06
苗栗縣,646,2023,06
臺中市,654,2023,06
彰化縣,617,2023,06
南投縣,632,2023,06
嘉義市,607,2023,06
嘉義縣,608,2023,06
雲林縣,621,2023,06
臺南市,666,2023,06
高雄市,673,2023,06
澎湖縣,735,2023,06
屏東縣,640,2023,06
臺東縣,681,2023,06
花蓮縣,675,2023,06
金門縣,714,2023,06
連江縣,750,2023,06
臺北市,761,2023,07
基隆市,716,2023,07
新北市,697,2023,07
宜蘭縣,636,2023,07
新竹市,658,2023,07
新竹縣,636,2023,07
桃園市,644,2023,07
苗栗縣,647,2023,07
臺中市,652,2023,07
彰化縣,618,2023,07
南投縣,631,2023,07
嘉義市,614,2023,07
嘉義縣,607,2023,07
雲林縣,621,2023,07
臺南市,666,2023,07
高雄市,673,2023,07
澎湖縣,738,2023,07
屏東縣,642,2023,07
臺東縣,678,2023,07
花蓮縣,676,2023,07
金門縣,720,2023,07
連江縣,800,2023,07
臺北市,761,2023,08
基隆市,721,2023,08
新北市,697,2023,08
宜蘭縣,638,2023,08
新竹市,658,2023,08
新竹縣,637,2023,08
桃園市,644,2023,08
苗栗縣,649,2023,08
臺中市,653,2023,08
彰化縣,618,2023,08
南投縣,631,2023,08
嘉義市,615,2023,08
嘉義縣,610,2023,08
雲林縣,621,2023,08
臺南市,673,2023,08
高雄市,675,2023,08
澎湖縣,741,2023,08
屏東縣,642,2023,08
臺東縣,680,2023,08
花蓮縣,677,2023,08
金門縣,718,2023,08
連江縣,800,2023,08
臺北市,760,2023,09
基隆市,717,2023,09
新北市,697,2023,09
宜蘭縣,640,2023,09
新竹市,658,2023,09
新竹縣,635,2023,09
桃園市,645,2023,09
苗栗縣,646,2023,09
臺中市,654,2023,09
彰化縣,618,2023,09
南投縣,630,2023,09
嘉義市,619,2023,09
嘉義縣,610,2023,09
雲林縣,620,2023,09
臺南市,671,2023,09
高雄市,673,2023,09
澎湖縣,741,2023,09
屏東縣,644,2023,09
臺東縣,681,2023,09
花蓮縣,675,2023,09
金門縣,720,2023,09
連江縣,800,2023,09
臺北市,761,2023,10
基隆市,720,2023,10
新北市,700,2023,10
宜蘭縣,638,2023,10
新竹市,658,2023,10
新竹縣,635,2023,10
桃園市,643,2023,10
苗栗縣,650,2023,10
臺中市,655,2023,10
彰化縣,618,2023,10
南投縣,636,2023,10
嘉義市,618,2023,10
嘉義縣,613,2023,10
雲林縣,624,2023,10
臺南市,673,2023,10
高雄市,675,2023,10
澎湖縣,739,2023,10
屏東縣,644,2023,10
臺東縣,681,2023,10
花蓮縣,681,2023,10
金門縣,716,2023,10
連江縣,800,2023,10
臺北市,757,2023,11
基隆市,716,2023,11
新北市,699,2023,11
宜蘭縣,636,2023,11
新竹市,658,2023,11
新竹縣,642,2023,11
桃園市,642,2023,11
苗栗縣,647,2023,11
臺中市,657,2023,11
彰化縣,619,2023,11
南投縣,636,2023,11
嘉義市,619,2023,11
嘉義縣,611,2023,11
雲林縣,623,2023,11
臺南市,672,2023,11
高雄市,676,2023,11
澎湖縣,740,2023,11
屏東縣,643,2023,11
臺東縣,683,2023,11
花蓮縣,669,2023,11
金門縣,720,2023,11
連江縣,815,2023,11
臺北市,757,2023,12
基隆市,717,2023,12
新北市,698,2023,12
宜蘭縣,638,2023,12
新竹市,658,2023,12
新竹縣,637,2023,12
桃園市,645,2023,12
苗栗縣,648,2023,12
臺中市,655,2023,12
彰化縣,618,2023,12
南投縣,637,2023,12
嘉義市,620,2023,12
嘉義縣,612,2023,12
雲林縣,624,2023,12
臺南市,672,2023,12
高雄市,677,2023,12
澎湖縣,741,2023,12
屏東縣,641,2023,12
臺東縣,685,2023,12
花蓮縣,671,2023,12
